model,preset,k,P@k,R@k,F1@k,nDCG@k,MAP@k,MRR,coverage_rel@k,coverage_any@k,queries
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,A_semantic_only,1,0.1511627906976744,0.0755813953488372,0.10077519379844961,0.1511627906976744,0.1511627906976744,0.2384828349944629,0.1511627906976744,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,A_semantic_only,3,0.10465116279069768,0.16279069767441862,0.12674418604651166,0.1560432649900952,0.125,0.2384828349944629,0.27906976744186046,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,A_semantic_only,5,0.07906976744186048,0.20348837209302326,0.1135105204872647,0.17597494881557965,0.13662790697674418,0.2384828349944629,0.3372093023255814,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,A_semantic_only,10,0.056976744186046514,0.29651162790697677,0.09531360112755462,0.21252398289324773,0.15368678479143594,0.2384828349944629,0.4418604651162791,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,B_hybrid_light,1,0.23255813953488372,0.12209302325581395,0.15891472868217055,0.23255813953488372,0.23255813953488372,0.2824104835732743,0.23255813953488372,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,B_hybrid_light,3,0.12015503875968991,0.18604651162790697,0.14534883720930233,0.19190443590540238,0.15503875968992248,0.2824104835732743,0.32558139534883723,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,B_hybrid_light,5,0.07674418604651163,0.19767441860465115,0.11018826135105207,0.1977331084093778,0.15910852713178295,0.2824104835732743,0.3372093023255814,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,B_hybrid_light,10,0.046511627906976744,0.23837209302325582,0.0776955602536998,0.2143975095627569,0.16838316722037652,0.2824104835732743,0.37209302325581395,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,C_lex_sem_strong,1,0.22093023255813954,0.11627906976744186,0.1511627906976744,0.22093023255813954,0.22093023255813954,0.2778423772609819,0.22093023255813954,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,C_lex_sem_strong,3,0.11240310077519382,0.1744186046511628,0.13604651162790699,0.1821434873205608,0.14631782945736432,0.2778423772609819,0.313953488372093,1.0,86
/home/jovyan/Joel_Pardo/AI4LABOUR/Mejoras/results_coursera/models/simcse_coursera_base/sentence-transformers/all-MiniLM-L6-v2,C_lex_sem_strong,5,0.08604651162790698,0.22093023255813954,0.12347729789590259,0.20608307058770195,0.1628875968992248,0.2778423772609819,0.36046511627906974,1.0,86
