count,mean,std,min,10%,25%,50%,75%,90%,max
8.0,0.004774897153058039,0.0025087017980810326,8.940696627490752e-09,0.00197669745797362,0.003853877010115747,0.004988113577924502,0.00703058413781088,0.0070636200121776405,0.007140703719033414
