count,mean,std,min,10%,25%,50%,75%,90%,max
8.0,0.03947944939136511,0.02829398797318733,0.0015819072723388672,0.010595715045929112,0.020221948623657282,0.03761607408523571,0.052332788705825806,0.07462189197540282,0.086203932762146
