count,mean,std,min,10%,25%,50%,75%,90%,max
12.0,0.033205022414525366,0.024918590879721904,0.0015819072723388672,0.014463198184967241,0.015362650156021118,0.02652430534362804,0.044884324073791504,0.06734811067581177,0.086203932762146
