count,mean,std,min,10%,25%,50%,75%,90%,max
12.0,0.004582337919905273,0.0020213629600841607,8.940696627490752e-09,0.0029611866570573575,0.004197219453599743,0.004197219453599743,0.006091901811139666,0.00703058413781088,0.007140703719033414
