model,preset,k,P@k,R@k,F1@k,nDCG@k,MAP@k,MRR,coverage_rel@k,coverage_any@k,queries
sentence-transformers/all-MiniLM-L6-v2,E_diversity,1,0.23255813953488372,0.12209302325581395,0.15891472868217055,0.23255813953488372,0.23255813953488372,0.2942921742340347,0.23255813953488372,1.0,86
sentence-transformers/all-MiniLM-L6-v2,E_diversity,3,0.11627906976744186,0.18023255813953487,0.14069767441860467,0.1892731058410894,0.15406976744186046,0.2942921742340347,0.32558139534883723,1.0,86
sentence-transformers/all-MiniLM-L6-v2,E_diversity,5,0.08837209302325583,0.22674418604651161,0.1267995570321152,0.21321268910823055,0.17209302325581396,0.2942921742340347,0.36046511627906974,1.0,86
sentence-transformers/all-MiniLM-L6-v2,E_diversity,10,0.06162790697674416,0.31976744186046513,0.10306553911205074,0.24962873339619737,0.190296234772979,0.2942921742340347,0.45348837209302323,1.0,86
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,1,0.20930232558139536,0.10465116279069768,0.1395348837209302,0.20930232558139536,0.20930232558139536,0.2601744186046511,0.20930232558139536,1.0,86
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,3,0.10077519379844961,0.1511627906976744,0.12093023255813956,0.16151900343138545,0.12499999999999999,0.2601744186046511,0.3023255813953488,1.0,86
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,5,0.06976744186046513,0.1744186046511628,0.09966777408637875,0.1738012416905757,0.1322674418604651,0.2601744186046511,0.3372093023255814,1.0,86
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,10,0.040697674418604654,0.20348837209302326,0.0678294573643411,0.18556709008157724,0.1396940753045404,0.2601744186046511,0.3488372093023256,1.0,86
sentence-transformers/all-MiniLM-L6-v2,G_mnn_heavy,1,0.22093023255813954,0.11046511627906977,0.14728682170542634,0.22093023255813954,0.22093023255813954,0.27205610926541157,0.22093023255813954,1.0,86
sentence-transformers/all-MiniLM-L6-v2,G_mnn_heavy,3,0.10465116279069768,0.1569767441860465,0.12558139534883722,0.16864862195191402,0.1308139534883721,0.27205610926541157,0.313953488372093,1.0,86
sentence-transformers/all-MiniLM-L6-v2,G_mnn_heavy,5,0.07674418604651163,0.19186046511627908,0.10963455149501665,0.1867595327150797,0.1447674418604651,0.27205610926541157,0.3372093023255814,1.0,86
sentence-transformers/all-MiniLM-L6-v2,G_mnn_heavy,10,0.046511627906976744,0.23255813953488372,0.07751937984496125,0.2030732900824952,0.15358065706902915,0.27205610926541157,0.37209302325581395,1.0,86
sentence-transformers/all-MiniLM-L6-v2,H_zfilter,1,0.22093023255813954,0.11046511627906977,0.14728682170542634,0.22093023255813954,0.22093023255813954,0.2767718715393134,0.22093023255813954,1.0,86
sentence-transformers/all-MiniLM-L6-v2,H_zfilter,3,0.11240310077519379,0.1686046511627907,0.13488372093023254,0.1767117196683939,0.1395348837209302,0.2767718715393134,0.313953488372093,1.0,86
sentence-transformers/all-MiniLM-L6-v2,H_zfilter,5,0.08139534883720931,0.20348837209302326,0.1162790697674419,0.1948226304315596,0.15203488372093021,0.2767718715393134,0.3488372093023256,1.0,86
sentence-transformers/all-MiniLM-L6-v2,H_zfilter,10,0.04767441860465116,0.23837209302325582,0.07945736434108529,0.20867454119916107,0.15912236987818384,0.2767718715393134,0.38372093023255816,1.0,86
sentence-transformers/all-MiniLM-L6-v2,I_short_skills_bias,1,0.2441860465116279,0.12790697674418605,0.16666666666666666,0.2441860465116279,0.2441860465116279,0.2971668512366187,0.2441860465116279,1.0,86
