container,pipeline,artifact_type,basename,rel_path,status,n_rows,n_cols,mtime,size_bytes
results_coursera2,coursera,neighbors_all_long,neighbors_coursera_all_long_dwa_cb25d773_skill_1edbbb05.csv,neighbors_coursera_all_long_dwa_cb25d773_skill_1edbbb05.csv,OK,265200,21,2025-09-17 15:36:16,71957795
results_dwa2,dwa,neighbors_all_long,neighbors_all_long_n221.csv,neighbors_all_long_n221.csv,OK,265153,21,2025-09-17 14:33:00,70356063
results_coursera2,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,OK,480,18,2025-09-17 15:36:22,111196
results_dwa2,dwa,ranking_summary,ranking_summary_n221.csv,ranking_summary_n221.csv,OK,480,18,2025-09-17 14:33:02,107783
results_coursera2,coursera,threshold_sweep,threshold_sweep_coursera_dwa_cb25d773_skill_1edbbb05.csv,threshold_sweep_coursera_dwa_cb25d773_skill_1edbbb05.csv,OK,4920,14,2025-09-17 15:36:24,729693
results_dwa2,dwa,threshold_sweep,threshold_sweep_n221.csv,threshold_sweep_n221.csv,OK,10920,16,2025-09-17 14:33:02,1969625
