container,source,path_rel,basename,ext,size_bytes,size_kb,modified,artifact_type,pipeline_expected,pipeline_tag_in_name,suffix_applicable,suffix_expected,suffix_present,pipeline_tag_mismatch,abs_path
results_coursera2,dir,best_thresholds_coursera_dwa_cb25d773_skill_1edbbb05.csv,best_thresholds_coursera_dwa_cb25d773_skill_1edbbb05.csv,.csv,19311,18.9,2025-09-17T15:36:24,best_thresholds,_coursera,_dwa,True,_coursera,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/best_thresholds_coursera_dwa_cb25d773_skill_1edbbb05.csv
results_coursera2,dir,errors_fn.csv,errors_fn.csv,.csv,1780,1.7,2025-09-17T15:36:24,fn,_coursera,unknown,False,_coursera,,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/errors_fn.csv
results_coursera2,dir,errors_fp.csv,errors_fp.csv,.csv,540685,528.0,2025-09-17T15:36:24,fp,_coursera,unknown,False,_coursera,,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/errors_fp.csv
results_coursera2,dir,near_threshold.csv,near_threshold.csv,.csv,19263,18.8,2025-09-17T15:36:24,near_threshold,_coursera,unknown,False,_coursera,,False,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/near_threshold.csv
results_coursera2,dir,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_A_semantic_only_dwa_cb25d773_skill_1edbbb05.csv,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_A_semantic_only_dwa_cb25d773_skill_1edbbb05.csv,.csv,505446,493.6,2025-09-17T15:23:16,neighbors,_coursera,_dwa,True,_coursera,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/neighbors_coursera_long_embedding_data_deberta_sentence_transformer_A_semantic_only_dwa_cb25d773_skill_1edbbb05.csv
results_coursera2,dir,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_B_hybrid_light_dwa_cb25d773_skill_1edbbb05.csv,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_B_hybrid_light_dwa_cb25d773_skill_1edbbb05.csv,.csv,536732,524.2,2025-09-17T15:23:22,neighbors,_coursera,_dwa,True,_coursera,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/neighbors_coursera_long_embedding_data_deberta_sentence_transformer_B_hybrid_light_dwa_cb25d773_skill_1edbbb05.csv
results_coursera2,dir,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_C_lex_sem_strong_dwa_cb25d773_skill_1edbbb05.csv,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_C_lex_sem_strong_dwa_cb25d773_skill_1edbbb05.csv,.csv,545950,533.2,2025-09-17T15:23:28,neighbors,_coursera,_dwa,True,_coursera,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/neighbors_coursera_long_embedding_data_deberta_sentence_transformer_C_lex_sem_strong_dwa_cb25d773_skill_1edbbb05.csv
results_coursera2,dir,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_D_char_jaccard_dwa_cb25d773_skill_1edbbb05.csv,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_D_char_jaccard_dwa_cb25d773_skill_1edbbb05.csv,.csv,556595,543.5,2025-09-17T15:23:48,neighbors,_coursera,_dwa,True,_coursera,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/neighbors_coursera_long_embedding_data_deberta_sentence_transformer_D_char_jaccard_dwa_cb25d773_skill_1edbbb05.csv
results_coursera2,dir,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_E_diversity_dwa_cb25d773_skill_1edbbb05.csv,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_E_diversity_dwa_cb25d773_skill_1edbbb05.csv,.csv,532541,520.1,2025-09-17T15:23:58,neighbors,_coursera,_dwa,True,_coursera,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/neighbors_coursera_long_embedding_data_deberta_sentence_transformer_E_diversity_dwa_cb25d773_skill_1edbbb05.csv
results_coursera2,dir,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_F_recall_first_dwa_cb25d773_skill_1edbbb05.csv,neighbors_coursera_long_embedding_data_deberta_sentence_transformer_F_recall_first_dwa_cb25d773_skill_1edbbb05.csv,.csv,535327,522.8,2025-09-17T15:24:08,neighbors,_coursera,_dwa,True,_coursera,False,True,/Users/jpardo/Desktop/Proyectos/AI4LABOUR/mejoras/results_coursera2/neighbors_coursera_long_embedding_data_deberta_sentence_transformer_F_recall_first_dwa_cb25d773_skill_1edbbb05.csv
