q_idx,q_text,rank,score,sim,z,jacc,lenpen,bm25,mnn,cand_idx,cand_label,cand_text,score2,sim2,margin_top1_top2,delta_sim_top1_top2,accepted,near_threshold,TP,FP,FN
155,design structures or facilities,1,1.1864088330197802,0.5355067253112793,1.640923023223877,0.1428571492433548,0.2554127452163465,0.915841584158416,1,193,adb21e5e1a03,inspect condition or functioning of facilities or equipment,1.1156159273661663,0.7213293313980103,0.07079290565361385,-0.18582260608673096,True,True,True,False,False
