model,preset,k,P@k,R@k,F1@k,nDCG@k,MAP@k,MRR,coverage_rel@k,coverage_any@k,queries,_source_container,_source_pipeline,_source_artifact,_source_basename,_source_relpath,_source_mtime
sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,3,0.1240310077519379,0.1860465116279069,0.1488372093023255,0.1919044359054023,0.1550387596899224,0.2908084163898117,0.3255813953488372,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,5,0.0837209302325581,0.2093023255813953,0.1196013289036545,0.2038742275389729,0.1617248062015504,0.2908084163898117,0.3604651162790697,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,D_char_jaccard,10,0.0499999999999999,0.2558139534883721,0.0835095137420719,0.2205665696124822,0.1684985234403839,0.2908084163898117,0.4186046511627907,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,E_diversity,1,0.2325581395348837,0.1220930232558139,0.1589147286821705,0.2325581395348837,0.2325581395348837,0.2942921742340347,0.2325581395348837,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,E_diversity,3,0.1162790697674418,0.1802325581395348,0.1406976744186046,0.1892731058410894,0.1540697674418604,0.2942921742340347,0.3255813953488372,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,E_diversity,5,0.0883720930232558,0.2267441860465116,0.1267995570321152,0.2132126891082305,0.1720930232558139,0.2942921742340347,0.3604651162790697,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,E_diversity,10,0.0616279069767441,0.3197674418604651,0.1030655391120507,0.2496287333961973,0.190296234772979,0.2942921742340347,0.4534883720930232,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,1,0.2093023255813953,0.1046511627906976,0.1395348837209302,0.2093023255813953,0.2093023255813953,0.2601744186046511,0.2093023255813953,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,3,0.1007751937984496,0.1511627906976744,0.1209302325581395,0.1615190034313854,0.1249999999999999,0.2601744186046511,0.3023255813953488,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
sentence-transformers/all-MiniLM-L6-v2,F_recall_first,5,0.0697674418604651,0.1744186046511628,0.0996677740863787,0.1738012416905757,0.1322674418604651,0.2601744186046511,0.3372093023255814,1.0,86,results_coursera1,coursera,ranking_summary,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,ranking_summary_coursera_dwa_cb25d773_skill_1edbbb05.csv,2025-09-17 15:11:16
