url,name,topics,skills_title,description,language,outcomes
https://www.coursera.org/learn/effective-scala,Effective Programming in Scala | Coursera,"['Computer Science', 'Software Development']",functional programming,"Scala is an expressive, versatile, and safe programming language.In this course, you will learn how to get the most out of Scala to solve common programming tasks such as modeling business domains, breaking down complex problems into simpler problems, manipulating data, or running parallel tasks.

Along the journey, you will also learn the best practices for writing high-quality code that scales to large applications, how to handle errors, how to write tests, and how to leverage a productive development environment.

This comprehensive, hands-on, course aims at leveling up your programming skills by embracing both functional programming and object-oriented programming. You will become familiar with the standard library and the common patterns of code used in the real world.

Each week contains about 1h30 of video lectures. Each lecture is a ~10 min video focused on a specific skill or concept. We always start by looking at concrete problems, and then explain how language features or libraries make you more productive to solve these problems in general.

Lectures are generally followed by a quiz to assess your progress. At the end of each week, a graded assignment inspired by real-world applications will give you an opportunity to put things in practice.

The course covers Scala 3, and it mentions the differences with Scala 2.",English,"['Leverage Scala idioms to model business domains and implement business logic', 'Fundamental concepts of the language, allowing you to read and understand Scala codebases', 'Best practices and common patterns used in the real world', 'Be comfortable working with asynchronous computations, handling failures, and manipulating recursive data structures']"
https://www.coursera.org/learn/effective-scala,Effective Programming in Scala | Coursera,"['Computer Science', 'Software Development']",object-oriented programming (oop),"Scala is an expressive, versatile, and safe programming language.In this course, you will learn how to get the most out of Scala to solve common programming tasks such as modeling business domains, breaking down complex problems into simpler problems, manipulating data, or running parallel tasks.

Along the journey, you will also learn the best practices for writing high-quality code that scales to large applications, how to handle errors, how to write tests, and how to leverage a productive development environment.

This comprehensive, hands-on, course aims at leveling up your programming skills by embracing both functional programming and object-oriented programming. You will become familiar with the standard library and the common patterns of code used in the real world.

Each week contains about 1h30 of video lectures. Each lecture is a ~10 min video focused on a specific skill or concept. We always start by looking at concrete problems, and then explain how language features or libraries make you more productive to solve these problems in general.

Lectures are generally followed by a quiz to assess your progress. At the end of each week, a graded assignment inspired by real-world applications will give you an opportunity to put things in practice.

The course covers Scala 3, and it mentions the differences with Scala 2.",English,"['Leverage Scala idioms to model business domains and implement business logic', 'Fundamental concepts of the language, allowing you to read and understand Scala codebases', 'Best practices and common patterns used in the real world', 'Be comfortable working with asynchronous computations, handling failures, and manipulating recursive data structures']"
https://www.coursera.org/learn/effective-scala,Effective Programming in Scala | Coursera,"['Computer Science', 'Software Development']",parallel computing,"Scala is an expressive, versatile, and safe programming language.In this course, you will learn how to get the most out of Scala to solve common programming tasks such as modeling business domains, breaking down complex problems into simpler problems, manipulating data, or running parallel tasks.

Along the journey, you will also learn the best practices for writing high-quality code that scales to large applications, how to handle errors, how to write tests, and how to leverage a productive development environment.

This comprehensive, hands-on, course aims at leveling up your programming skills by embracing both functional programming and object-oriented programming. You will become familiar with the standard library and the common patterns of code used in the real world.

Each week contains about 1h30 of video lectures. Each lecture is a ~10 min video focused on a specific skill or concept. We always start by looking at concrete problems, and then explain how language features or libraries make you more productive to solve these problems in general.

Lectures are generally followed by a quiz to assess your progress. At the end of each week, a graded assignment inspired by real-world applications will give you an opportunity to put things in practice.

The course covers Scala 3, and it mentions the differences with Scala 2.",English,"['Leverage Scala idioms to model business domains and implement business logic', 'Fundamental concepts of the language, allowing you to read and understand Scala codebases', 'Best practices and common patterns used in the real world', 'Be comfortable working with asynchronous computations, handling failures, and manipulating recursive data structures']"
https://www.coursera.org/learn/electric-utilities,Electric Utilities Fundamentals and Future | Coursera,"['Physical Science and Engineering', 'Environmental Science and Sustainability']",energy policy,"THIS COURSE GIVES YOU THE INSIDE TRACK TO A COMPLICATED INDUSTRY. The approach of this course is truly unique in how it approaches and engages learners. It looks at the electric utility industry, which has remained critical to our quality of life, health and comfort from the eyes of numerous industry experts through on-location interviews, compelling visuals, and animation. You will benefit from having the inside track because you see some behind-the-scenes information not covered in news stories, social media or even if we are in the business ourselves. EACH WEEK YOU NOT ONLY LEARN WHAT IS CHANGING, BUT WHY. As this industry continues to unfold at an unprecedented pace, you will be armed with knowledge and insights to form informed opinions supporting decisions you will increasingly make for your energy-dependent homes and businesses.

This course kicks off with animated crash course on industry history, highlighting aspects of the structure, governance, and technology that remain today, despite the passage of time. Then, throughout the modules, you will build some basics about how electricity gets to you, who watches over decisions, including setting rates. This information establishes a knowledge foundation so that when we explore some of the most critical topics, like renewable energy, smart grid, battery storage, and you can think about it from a much more analytical and critical viewpoint. 

YOU WILL DEVELOP A FRAMEWORK FOR MAKING SENSE OF THIS INDUSTRY THAT WILL BENEFIT YOU BEYOND THIS COURSE. This industry can get pretty complicated, and this course will help you make more sense of it. Electric Utilities Fundamentals and Future is the course for you whether youâre just curious about the industry or an industry veteran looking to grow â or, thinking about joining the industry. (Hint: now is a good time. You'll learn why in this course.)  No prior education or experience required. You just need a healthy curiosity and an open mind to learn about an industry that I think a lot of us, including myself sometimes, take for granted.",English,[]
https://www.coursera.org/learn/electric-utilities,Electric Utilities Fundamentals and Future | Coursera,"['Physical Science and Engineering', 'Environmental Science and Sustainability']",demand,"THIS COURSE GIVES YOU THE INSIDE TRACK TO A COMPLICATED INDUSTRY. The approach of this course is truly unique in how it approaches and engages learners. It looks at the electric utility industry, which has remained critical to our quality of life, health and comfort from the eyes of numerous industry experts through on-location interviews, compelling visuals, and animation. You will benefit from having the inside track because you see some behind-the-scenes information not covered in news stories, social media or even if we are in the business ourselves. EACH WEEK YOU NOT ONLY LEARN WHAT IS CHANGING, BUT WHY. As this industry continues to unfold at an unprecedented pace, you will be armed with knowledge and insights to form informed opinions supporting decisions you will increasingly make for your energy-dependent homes and businesses.

This course kicks off with animated crash course on industry history, highlighting aspects of the structure, governance, and technology that remain today, despite the passage of time. Then, throughout the modules, you will build some basics about how electricity gets to you, who watches over decisions, including setting rates. This information establishes a knowledge foundation so that when we explore some of the most critical topics, like renewable energy, smart grid, battery storage, and you can think about it from a much more analytical and critical viewpoint. 

YOU WILL DEVELOP A FRAMEWORK FOR MAKING SENSE OF THIS INDUSTRY THAT WILL BENEFIT YOU BEYOND THIS COURSE. This industry can get pretty complicated, and this course will help you make more sense of it. Electric Utilities Fundamentals and Future is the course for you whether youâre just curious about the industry or an industry veteran looking to grow â or, thinking about joining the industry. (Hint: now is a good time. You'll learn why in this course.)  No prior education or experience required. You just need a healthy curiosity and an open mind to learn about an industry that I think a lot of us, including myself sometimes, take for granted.",English,[]
https://www.coursera.org/learn/electric-utilities,Electric Utilities Fundamentals and Future | Coursera,"['Physical Science and Engineering', 'Environmental Science and Sustainability']",renewable energy,"THIS COURSE GIVES YOU THE INSIDE TRACK TO A COMPLICATED INDUSTRY. The approach of this course is truly unique in how it approaches and engages learners. It looks at the electric utility industry, which has remained critical to our quality of life, health and comfort from the eyes of numerous industry experts through on-location interviews, compelling visuals, and animation. You will benefit from having the inside track because you see some behind-the-scenes information not covered in news stories, social media or even if we are in the business ourselves. EACH WEEK YOU NOT ONLY LEARN WHAT IS CHANGING, BUT WHY. As this industry continues to unfold at an unprecedented pace, you will be armed with knowledge and insights to form informed opinions supporting decisions you will increasingly make for your energy-dependent homes and businesses.

This course kicks off with animated crash course on industry history, highlighting aspects of the structure, governance, and technology that remain today, despite the passage of time. Then, throughout the modules, you will build some basics about how electricity gets to you, who watches over decisions, including setting rates. This information establishes a knowledge foundation so that when we explore some of the most critical topics, like renewable energy, smart grid, battery storage, and you can think about it from a much more analytical and critical viewpoint. 

YOU WILL DEVELOP A FRAMEWORK FOR MAKING SENSE OF THIS INDUSTRY THAT WILL BENEFIT YOU BEYOND THIS COURSE. This industry can get pretty complicated, and this course will help you make more sense of it. Electric Utilities Fundamentals and Future is the course for you whether youâre just curious about the industry or an industry veteran looking to grow â or, thinking about joining the industry. (Hint: now is a good time. You'll learn why in this course.)  No prior education or experience required. You just need a healthy curiosity and an open mind to learn about an industry that I think a lot of us, including myself sometimes, take for granted.",English,[]
https://www.coursera.org/learn/electric-utilities,Electric Utilities Fundamentals and Future | Coursera,"['Physical Science and Engineering', 'Environmental Science and Sustainability']",management,"THIS COURSE GIVES YOU THE INSIDE TRACK TO A COMPLICATED INDUSTRY. The approach of this course is truly unique in how it approaches and engages learners. It looks at the electric utility industry, which has remained critical to our quality of life, health and comfort from the eyes of numerous industry experts through on-location interviews, compelling visuals, and animation. You will benefit from having the inside track because you see some behind-the-scenes information not covered in news stories, social media or even if we are in the business ourselves. EACH WEEK YOU NOT ONLY LEARN WHAT IS CHANGING, BUT WHY. As this industry continues to unfold at an unprecedented pace, you will be armed with knowledge and insights to form informed opinions supporting decisions you will increasingly make for your energy-dependent homes and businesses.

This course kicks off with animated crash course on industry history, highlighting aspects of the structure, governance, and technology that remain today, despite the passage of time. Then, throughout the modules, you will build some basics about how electricity gets to you, who watches over decisions, including setting rates. This information establishes a knowledge foundation so that when we explore some of the most critical topics, like renewable energy, smart grid, battery storage, and you can think about it from a much more analytical and critical viewpoint. 

YOU WILL DEVELOP A FRAMEWORK FOR MAKING SENSE OF THIS INDUSTRY THAT WILL BENEFIT YOU BEYOND THIS COURSE. This industry can get pretty complicated, and this course will help you make more sense of it. Electric Utilities Fundamentals and Future is the course for you whether youâre just curious about the industry or an industry veteran looking to grow â or, thinking about joining the industry. (Hint: now is a good time. You'll learn why in this course.)  No prior education or experience required. You just need a healthy curiosity and an open mind to learn about an industry that I think a lot of us, including myself sometimes, take for granted.",English,[]
https://www.coursera.org/learn/electric-vehicle-sensors,Electric Vehicle Sensors | Coursera,"['Physical Science and Engineering', 'Electrical Engineering']",motors,"âElectric Vehicle Sensorsâ starts with a discussion on how electric vehicles work differently from gasoline or diesel fuel powered vehicles and the major types of electric vehicles. It then moves to the unique components of full electric and hybrid electric vehicles, and how in-vehicle and external battery charging systems work. We reference all the sensors that are used for in-vehicle and outside unique components. Then we do a deep dive into how each of these sensors work.",English,"['Examine traction motor, inverter, transmission and battery charging hardware', 'Specify the correct sensor for an electric vehicle application']"
https://www.coursera.org/learn/electric-vehicle-sensors,Electric Vehicle Sensors | Coursera,"['Physical Science and Engineering', 'Electrical Engineering']",voltage and current sensors,"âElectric Vehicle Sensorsâ starts with a discussion on how electric vehicles work differently from gasoline or diesel fuel powered vehicles and the major types of electric vehicles. It then moves to the unique components of full electric and hybrid electric vehicles, and how in-vehicle and external battery charging systems work. We reference all the sensors that are used for in-vehicle and outside unique components. Then we do a deep dive into how each of these sensors work.",English,"['Examine traction motor, inverter, transmission and battery charging hardware', 'Specify the correct sensor for an electric vehicle application']"
https://www.coursera.org/learn/electric-vehicle-sensors,Electric Vehicle Sensors | Coursera,"['Physical Science and Engineering', 'Electrical Engineering']",electric vehicles,"âElectric Vehicle Sensorsâ starts with a discussion on how electric vehicles work differently from gasoline or diesel fuel powered vehicles and the major types of electric vehicles. It then moves to the unique components of full electric and hybrid electric vehicles, and how in-vehicle and external battery charging systems work. We reference all the sensors that are used for in-vehicle and outside unique components. Then we do a deep dive into how each of these sensors work.",English,"['Examine traction motor, inverter, transmission and battery charging hardware', 'Specify the correct sensor for an electric vehicle application']"
https://www.coursera.org/learn/electric-vehicle-sensors,Electric Vehicle Sensors | Coursera,"['Physical Science and Engineering', 'Electrical Engineering']",torque and speed sensors,"âElectric Vehicle Sensorsâ starts with a discussion on how electric vehicles work differently from gasoline or diesel fuel powered vehicles and the major types of electric vehicles. It then moves to the unique components of full electric and hybrid electric vehicles, and how in-vehicle and external battery charging systems work. We reference all the sensors that are used for in-vehicle and outside unique components. Then we do a deep dive into how each of these sensors work.",English,"['Examine traction motor, inverter, transmission and battery charging hardware', 'Specify the correct sensor for an electric vehicle application']"
https://www.coursera.org/learn/electric-vehicle-sensors,Electric Vehicle Sensors | Coursera,"['Physical Science and Engineering', 'Electrical Engineering']",battery charging,"âElectric Vehicle Sensorsâ starts with a discussion on how electric vehicles work differently from gasoline or diesel fuel powered vehicles and the major types of electric vehicles. It then moves to the unique components of full electric and hybrid electric vehicles, and how in-vehicle and external battery charging systems work. We reference all the sensors that are used for in-vehicle and outside unique components. Then we do a deep dive into how each of these sensors work.",English,"['Examine traction motor, inverter, transmission and battery charging hardware', 'Specify the correct sensor for an electric vehicle application']"
https://www.coursera.org/learn/electrical-power-distribution,Electrical Power Distribution | Coursera,"['Physical Science and Engineering', 'Electrical Engineering']",electrical commissioning,"This is an application-oriented course explaining the various aspects of power distribution, indoor and outdoor equipment up to 33kV. The course adopts a cross-disciplinary approach to ensure that the learners understand site execution, testing and commissioning. Throughout the course, safety aspects have been emphasized in every area of work. This course blends with conceptual knowledge covering the latest technological trends like SCADA & automation.This course  helps learners know the Electrical distribution system and master as a Construction Engineer/Planning Engineer and Commissioning Engineer .

This course gives the learners insights about:
1. Electrical distribution methods
2. Types of loads 
3. Green Field Construction of Overhead Lines
4. Distribution Line  Components
5. Concepts of  Auto reclosers and Sectionalizes
6. SCADA in detail",English,[]
https://www.coursera.org/learn/electrical-power-distribution,Electrical Power Distribution | Coursera,"['Physical Science and Engineering', 'Electrical Engineering']",interdisciplinary coordination skills,"This is an application-oriented course explaining the various aspects of power distribution, indoor and outdoor equipment up to 33kV. The course adopts a cross-disciplinary approach to ensure that the learners understand site execution, testing and commissioning. Throughout the course, safety aspects have been emphasized in every area of work. This course blends with conceptual knowledge covering the latest technological trends like SCADA & automation.This course  helps learners know the Electrical distribution system and master as a Construction Engineer/Planning Engineer and Commissioning Engineer .

This course gives the learners insights about:
1. Electrical distribution methods
2. Types of loads 
3. Green Field Construction of Overhead Lines
4. Distribution Line  Components
5. Concepts of  Auto reclosers and Sectionalizes
6. SCADA in detail",English,[]
https://www.coursera.org/learn/electrical-properties-and-semiconductors,Electrical Properties and Semiconductors | Coursera,"['Physical Science and Engineering', 'Mechanical Engineering']",the ability to use semiconductors insulators or conductors for technological applications,"In this course, we will explore the electrical properties of materials and classify different materials as conductors, semiconductors or insulators. We will look at some examples of conductors, semiconductors and insulators, and note the key factors that cause the differences in their electrical properties. We will use rudimentary band theory to show how temperature impacts the conductivity of the three classifications of materials. We will learn what causes the differences in electrical behavior of a p-type versus an n-type semiconductor in a p-n diode.",English,"['Electrical properties of materials and, how/why semiconductors, insulators, and conductors are classified.']"
https://www.coursera.org/learn/emergency-care-pregnancy-infants-children,"Emergency Care: Pregnancy, Infants, and Children | Coursera","['Health', 'Patient Care']",infant,"Welcome to the final course of lectures in your quest to master EMT basics. In this course, we will cover some of the highest-stress patient populations: pregnant patients and kids, also known as pediatrics. To wrap up your EMT knowledge we will end this course with information about hazmat situations, extricating patients from tight spots and finally how you write a note about your patient care.  You will learn to ensure it communicates what your assessment of the patient was, what interventions you performed and why you did them.You will build on your knowledge of anatomy, patient assessment and scene safety to develop an approach to these new patient populations. We will walk through the things that make pregnant patients and pediatric patients different but also what makes them the same as all the patients you care for.

Prepare yourself for some noisy kids, some uncomfortable moms and hopefully a lot of fun learning new things.",English,[]
https://www.coursera.org/learn/emergency-care-pregnancy-infants-children,"Emergency Care: Pregnancy, Infants, and Children | Coursera","['Health', 'Patient Care']",ingestion,"Welcome to the final course of lectures in your quest to master EMT basics. In this course, we will cover some of the highest-stress patient populations: pregnant patients and kids, also known as pediatrics. To wrap up your EMT knowledge we will end this course with information about hazmat situations, extricating patients from tight spots and finally how you write a note about your patient care.  You will learn to ensure it communicates what your assessment of the patient was, what interventions you performed and why you did them.You will build on your knowledge of anatomy, patient assessment and scene safety to develop an approach to these new patient populations. We will walk through the things that make pregnant patients and pediatric patients different but also what makes them the same as all the patients you care for.

Prepare yourself for some noisy kids, some uncomfortable moms and hopefully a lot of fun learning new things.",English,[]
https://www.coursera.org/learn/emergency-care-pregnancy-infants-children,"Emergency Care: Pregnancy, Infants, and Children | Coursera","['Health', 'Patient Care']",listening,"Welcome to the final course of lectures in your quest to master EMT basics. In this course, we will cover some of the highest-stress patient populations: pregnant patients and kids, also known as pediatrics. To wrap up your EMT knowledge we will end this course with information about hazmat situations, extricating patients from tight spots and finally how you write a note about your patient care.  You will learn to ensure it communicates what your assessment of the patient was, what interventions you performed and why you did them.You will build on your knowledge of anatomy, patient assessment and scene safety to develop an approach to these new patient populations. We will walk through the things that make pregnant patients and pediatric patients different but also what makes them the same as all the patients you care for.

Prepare yourself for some noisy kids, some uncomfortable moms and hopefully a lot of fun learning new things.",English,[]
https://www.coursera.org/learn/emergency-care-pregnancy-infants-children,"Emergency Care: Pregnancy, Infants, and Children | Coursera","['Health', 'Patient Care']",emergency,"Welcome to the final course of lectures in your quest to master EMT basics. In this course, we will cover some of the highest-stress patient populations: pregnant patients and kids, also known as pediatrics. To wrap up your EMT knowledge we will end this course with information about hazmat situations, extricating patients from tight spots and finally how you write a note about your patient care.  You will learn to ensure it communicates what your assessment of the patient was, what interventions you performed and why you did them.You will build on your knowledge of anatomy, patient assessment and scene safety to develop an approach to these new patient populations. We will walk through the things that make pregnant patients and pediatric patients different but also what makes them the same as all the patients you care for.

Prepare yourself for some noisy kids, some uncomfortable moms and hopefully a lot of fun learning new things.",English,[]
https://www.coursera.org/learn/emerging-markets,Emerging Markets - Jagdish Sheth | Coursera,"['Business', 'Marketing']",understand how to manage sociopolitical influences,"The rise of emerging economies is bringing significant changes in the marketing practice. The traditional notion of extending products and services designed for advanced economies is no longer as successful in emerging markets. This is primarily because of affordability and accessibility. Moreover, most consumption in emerging markets is unbranded products and services, and unorganized competition. This course identifies five dimensions where emerging markets are different. The traditional approach of think global, act local (glocal) is replaced by a new perspective of think local, act global, especially in large emerging markets such as China and India.",English,[]
https://www.coursera.org/learn/emerging-markets,Emerging Markets - Jagdish Sheth | Coursera,"['Business', 'Marketing']",develop your own distribution system,"The rise of emerging economies is bringing significant changes in the marketing practice. The traditional notion of extending products and services designed for advanced economies is no longer as successful in emerging markets. This is primarily because of affordability and accessibility. Moreover, most consumption in emerging markets is unbranded products and services, and unorganized competition. This course identifies five dimensions where emerging markets are different. The traditional approach of think global, act local (glocal) is replaced by a new perspective of think local, act global, especially in large emerging markets such as China and India.",English,[]
https://www.coursera.org/learn/emerging-markets,Emerging Markets - Jagdish Sheth | Coursera,"['Business', 'Marketing']",understand how to overcome infrastructure limitations,"The rise of emerging economies is bringing significant changes in the marketing practice. The traditional notion of extending products and services designed for advanced economies is no longer as successful in emerging markets. This is primarily because of affordability and accessibility. Moreover, most consumption in emerging markets is unbranded products and services, and unorganized competition. This course identifies five dimensions where emerging markets are different. The traditional approach of think global, act local (glocal) is replaced by a new perspective of think local, act global, especially in large emerging markets such as China and India.",English,[]
https://www.coursera.org/learn/emerging-markets,Emerging Markets - Jagdish Sheth | Coursera,"['Business', 'Marketing']",understand how to convert non-branding to branded consumption,"The rise of emerging economies is bringing significant changes in the marketing practice. The traditional notion of extending products and services designed for advanced economies is no longer as successful in emerging markets. This is primarily because of affordability and accessibility. Moreover, most consumption in emerging markets is unbranded products and services, and unorganized competition. This course identifies five dimensions where emerging markets are different. The traditional approach of think global, act local (glocal) is replaced by a new perspective of think local, act global, especially in large emerging markets such as China and India.",English,[]
https://www.coursera.org/learn/emerging-markets,Emerging Markets - Jagdish Sheth | Coursera,"['Business', 'Marketing']",understand the importance of unorganized competition,"The rise of emerging economies is bringing significant changes in the marketing practice. The traditional notion of extending products and services designed for advanced economies is no longer as successful in emerging markets. This is primarily because of affordability and accessibility. Moreover, most consumption in emerging markets is unbranded products and services, and unorganized competition. This course identifies five dimensions where emerging markets are different. The traditional approach of think global, act local (glocal) is replaced by a new perspective of think local, act global, especially in large emerging markets such as China and India.",English,[]
https://www.coursera.org/learn/emerging-technologies-lifelong-learning,Exploring Emerging Technologies for Lifelong Learning and Success | Coursera,"['Personal Development', 'Personal Development']",lifelong learning,"This learning opportunity is an open-access resource for lifelong learning. The aim is to identify the value and implications of using established and emerging technology tools for personal and professional growth and acquire strategies to develop lifelong learning habits to keep pace with technology change.This course is targeted to the needs of ALL learners, including college students, faculty, current and career-seeking professionals, and anyone from across the globe with a desire to learn how to use emerging technologies to succeed in todayâs rapidly changing world.

This project consists of two associated parts; #EmTechMOOC and EmTechWIKI.

#EmTechMOOC is a Massive Open Online Course, also called a MOOC. The MOOC is hosted on the Coursera platform and provides a supportive environment for dialogue and sharing among participants. The MOOC course environment is structured around 5 modules. The concepts that are covered include Lifelong Learning and the 4Cs of 21st-century skills: Communication and Collaboration, Creativity, and Critical Thinking. Participants create digital artifacts through Discovery Exercises within the modules to showcase their learning and accomplishments. The final module encourages learners to summarize and reflect on their learning journey.

EmTechWIKI ( http://suny.edu/emtech ) has been built to complement the MOOC. It is a socially-curated discovery engine to discover tools, tutorials, and resources such as audio, video, blogs, social networking, simulations, and more. The WIKI can be used as a stand-alone resource, or it can be used together with #EmTechMOOC. Anyone is welcome to add or edit WIKI resources. 

#EmTechMOOC is not a traditional MOOC. Instead of providing content-heavy information, this course guides participants through discovery-based learning that is under the control of the learner. Learners are prompted to locate and explore new resources and tools from the growing EmTechWIKI collection and the Internet to help meet their personally identified objectives. Participants reflect on and share their learning and discoveries through the creation of a public ePortfolio or a personal learning journal that is constructed through the module exercises.

Complete the course requirements to earn a Coursera Certificate of Completion and a digital badge. SUNY affiliates may earn badges and a Coursera Certificate with no fees to enroll.",English,"['Identify the value and implications of using established and emerging technology tools for personal and professional growth.', 'Gain strategies to develop lifelong learning habits to keep pace with technology change.']"
https://www.coursera.org/learn/emerging-technologies-lifelong-learning,Exploring Emerging Technologies for Lifelong Learning and Success | Coursera,"['Personal Development', 'Personal Development']",creativity,"This learning opportunity is an open-access resource for lifelong learning. The aim is to identify the value and implications of using established and emerging technology tools for personal and professional growth and acquire strategies to develop lifelong learning habits to keep pace with technology change.This course is targeted to the needs of ALL learners, including college students, faculty, current and career-seeking professionals, and anyone from across the globe with a desire to learn how to use emerging technologies to succeed in todayâs rapidly changing world.

This project consists of two associated parts; #EmTechMOOC and EmTechWIKI.

#EmTechMOOC is a Massive Open Online Course, also called a MOOC. The MOOC is hosted on the Coursera platform and provides a supportive environment for dialogue and sharing among participants. The MOOC course environment is structured around 5 modules. The concepts that are covered include Lifelong Learning and the 4Cs of 21st-century skills: Communication and Collaboration, Creativity, and Critical Thinking. Participants create digital artifacts through Discovery Exercises within the modules to showcase their learning and accomplishments. The final module encourages learners to summarize and reflect on their learning journey.

EmTechWIKI ( http://suny.edu/emtech ) has been built to complement the MOOC. It is a socially-curated discovery engine to discover tools, tutorials, and resources such as audio, video, blogs, social networking, simulations, and more. The WIKI can be used as a stand-alone resource, or it can be used together with #EmTechMOOC. Anyone is welcome to add or edit WIKI resources. 

#EmTechMOOC is not a traditional MOOC. Instead of providing content-heavy information, this course guides participants through discovery-based learning that is under the control of the learner. Learners are prompted to locate and explore new resources and tools from the growing EmTechWIKI collection and the Internet to help meet their personally identified objectives. Participants reflect on and share their learning and discoveries through the creation of a public ePortfolio or a personal learning journal that is constructed through the module exercises.

Complete the course requirements to earn a Coursera Certificate of Completion and a digital badge. SUNY affiliates may earn badges and a Coursera Certificate with no fees to enroll.",English,"['Identify the value and implications of using established and emerging technology tools for personal and professional growth.', 'Gain strategies to develop lifelong learning habits to keep pace with technology change.']"
https://www.coursera.org/learn/emerging-technologies-lifelong-learning,Exploring Emerging Technologies for Lifelong Learning and Success | Coursera,"['Personal Development', 'Personal Development']",emerging technologies,"This learning opportunity is an open-access resource for lifelong learning. The aim is to identify the value and implications of using established and emerging technology tools for personal and professional growth and acquire strategies to develop lifelong learning habits to keep pace with technology change.This course is targeted to the needs of ALL learners, including college students, faculty, current and career-seeking professionals, and anyone from across the globe with a desire to learn how to use emerging technologies to succeed in todayâs rapidly changing world.

This project consists of two associated parts; #EmTechMOOC and EmTechWIKI.

#EmTechMOOC is a Massive Open Online Course, also called a MOOC. The MOOC is hosted on the Coursera platform and provides a supportive environment for dialogue and sharing among participants. The MOOC course environment is structured around 5 modules. The concepts that are covered include Lifelong Learning and the 4Cs of 21st-century skills: Communication and Collaboration, Creativity, and Critical Thinking. Participants create digital artifacts through Discovery Exercises within the modules to showcase their learning and accomplishments. The final module encourages learners to summarize and reflect on their learning journey.

EmTechWIKI ( http://suny.edu/emtech ) has been built to complement the MOOC. It is a socially-curated discovery engine to discover tools, tutorials, and resources such as audio, video, blogs, social networking, simulations, and more. The WIKI can be used as a stand-alone resource, or it can be used together with #EmTechMOOC. Anyone is welcome to add or edit WIKI resources. 

#EmTechMOOC is not a traditional MOOC. Instead of providing content-heavy information, this course guides participants through discovery-based learning that is under the control of the learner. Learners are prompted to locate and explore new resources and tools from the growing EmTechWIKI collection and the Internet to help meet their personally identified objectives. Participants reflect on and share their learning and discoveries through the creation of a public ePortfolio or a personal learning journal that is constructed through the module exercises.

Complete the course requirements to earn a Coursera Certificate of Completion and a digital badge. SUNY affiliates may earn badges and a Coursera Certificate with no fees to enroll.",English,"['Identify the value and implications of using established and emerging technology tools for personal and professional growth.', 'Gain strategies to develop lifelong learning habits to keep pace with technology change.']"
https://www.coursera.org/learn/emerging-technologies-lifelong-learning,Exploring Emerging Technologies for Lifelong Learning and Success | Coursera,"['Personal Development', 'Personal Development']",communication & collaboration,"This learning opportunity is an open-access resource for lifelong learning. The aim is to identify the value and implications of using established and emerging technology tools for personal and professional growth and acquire strategies to develop lifelong learning habits to keep pace with technology change.This course is targeted to the needs of ALL learners, including college students, faculty, current and career-seeking professionals, and anyone from across the globe with a desire to learn how to use emerging technologies to succeed in todayâs rapidly changing world.

This project consists of two associated parts; #EmTechMOOC and EmTechWIKI.

#EmTechMOOC is a Massive Open Online Course, also called a MOOC. The MOOC is hosted on the Coursera platform and provides a supportive environment for dialogue and sharing among participants. The MOOC course environment is structured around 5 modules. The concepts that are covered include Lifelong Learning and the 4Cs of 21st-century skills: Communication and Collaboration, Creativity, and Critical Thinking. Participants create digital artifacts through Discovery Exercises within the modules to showcase their learning and accomplishments. The final module encourages learners to summarize and reflect on their learning journey.

EmTechWIKI ( http://suny.edu/emtech ) has been built to complement the MOOC. It is a socially-curated discovery engine to discover tools, tutorials, and resources such as audio, video, blogs, social networking, simulations, and more. The WIKI can be used as a stand-alone resource, or it can be used together with #EmTechMOOC. Anyone is welcome to add or edit WIKI resources. 

#EmTechMOOC is not a traditional MOOC. Instead of providing content-heavy information, this course guides participants through discovery-based learning that is under the control of the learner. Learners are prompted to locate and explore new resources and tools from the growing EmTechWIKI collection and the Internet to help meet their personally identified objectives. Participants reflect on and share their learning and discoveries through the creation of a public ePortfolio or a personal learning journal that is constructed through the module exercises.

Complete the course requirements to earn a Coursera Certificate of Completion and a digital badge. SUNY affiliates may earn badges and a Coursera Certificate with no fees to enroll.",English,"['Identify the value and implications of using established and emerging technology tools for personal and professional growth.', 'Gain strategies to develop lifelong learning habits to keep pace with technology change.']"
